stopwords_removed,unigrams_mlbb
"['tanding', 'atur', 'biar', 'naikini', 'paling', 'jengkel']","[('tanding',), ('atur',), ('biar',), ('naikini',), ('paling',), ('jengkel',)]"
"['pernah', 'adil', 'dalam', 'tanding', 'gajelas', 'dalam', 'rankednya', 'lawan', 'tier', 'ranknya']","[('pernah',), ('adil',), ('dalam',), ('tanding',), ('gajelas',), ('dalam',), ('rankednya',), ('lawan',), ('tier',), ('ranknya',)]"
"['kecewa', 'masa', 'musuh', 'jago', 'sendiri', 'lolot', 'lag', 'parah']","[('kecewa',), ('masa',), ('musuh',), ('jago',), ('sendiri',), ('lolot',), ('lag',), ('parah',)]"
"['cape', 'ketemu', 'poke', 'musuh', 'jago', 'jangan', 'gamau', 'stres']","[('cape',), ('ketemu',), ('poke',), ('musuh',), ('jago',), ('jangan',), ('gamau',), ('stres',)]"
"['sampah', 'gelap', 'pisah', 'partian', 'anj', 'busuk']","[('sampah',), ('gelap',), ('pisah',), ('partian',), ('anj',), ('busuk',)]"
"['yangg', 'bot', 'musuh', 'jagoo', 'gakk', 'suu']","[('yangg',), ('bot',), ('musuh',), ('jagoo',), ('gakk',), ('suu',)]"
"['sinya', 'penuh', 'ngeleh', 'tolol', 'tolol', 'asu']","[('sinya',), ('penuh',), ('ngeleh',), ('tolol',), ('tolol',), ('asu',)]"
"['jelek', 'ls', 'buruk']","[('jelek',), ('ls',), ('buruk',)]"
"['babi', 'stak', 'epik', 'babi', 'klonnga', 'musuh', 'full', 'mitik', 'begok']","[('babi',), ('stak',), ('epik',), ('babi',), ('klonnga',), ('musuh',), ('full',), ('mitik',), ('begok',)]"
"['punya', 'hati', 'jelas', 'menang', 'kalah', 'ngilangin', 'stres']","[('punya',), ('hati',), ('jelas',), ('menang',), ('kalah',), ('ngilangin',), ('stres',)]"
"['lawan', 'menang', 'kalah', 'apapa', 'masalah']","[('lawan',), ('menang',), ('kalah',), ('apapa',), ('masalah',)]"
"['buruk', 'merah', 'pdhl', 'nonton', 'yt', 'roblox', 'lancar', 'jaya', 'buruk', 'ubah']","[('buruk',), ('merah',), ('pdhl',), ('nonton',), ('yt',), ('roblox',), ('lancar',), ('jaya',), ('buruk',), ('ubah',)]"
"['porno', 'rusak', 'mental', 'pikir']","[('porno',), ('rusak',), ('mental',), ('pikir',)]"
"['kagak', 'adil', 'kontol', 'asu']","[('kagak',), ('adil',), ('kontol',), ('asu',)]"
"['gamek', 'ontol', 'lag', 'ngentod']","[('gamek',), ('ontol',), ('lag',), ('ngentod',)]"
"['woy', 'musnah']","[('woy',), ('musnah',)]"
"['tahu', 'jika', 'tagih', 'sportif', 'curang', 'curang', 'beri', 'teman', 'komputer', 'sendiri', 'nickname', 'hampir', 'biasa', 'angkanyakalau', 'laku', 'curang', 'tagih', 'salah', 'justru', 'hapus']","[('tahu',), ('jika',), ('tagih',), ('sportif',), ('curang',), ('curang',), ('beri',), ('teman',), ('komputer',), ('sendiri',), ('nickname',), ('hampir',), ('biasa',), ('angkanyakalau',), ('laku',), ('curang',), ('tagih',), ('salah',), ('justru',), ('hapus',)]"
"['kontol', 'anjing']","[('kontol',), ('anjing',)]"
['mantap'],"[('mantap',)]"
"['kasi', 'baik', 'muntun', 'jgan', 'kasi', 'gelap', 'lahh']","[('kasi',), ('baik',), ('muntun',), ('jgan',), ('kasi',), ('gelap',), ('lahh',)]"
"['bane', 'mohon', 'sesuikan']","[('bane',), ('mohon',), ('sesuikan',)]"
"['hehh', 'bagus', 'capek', 'bintang', 'bagus', 'kau', 'bagus', 'kau', 'bintang']","[('hehh',), ('bagus',), ('capek',), ('bintang',), ('bagus',), ('kau',), ('bagus',), ('kau',), ('bintang',)]"
"['masalah', 'imbang', 'total', 'tanding', 'k', 'ketemu', 'sampai', 'kocak', 'rusak']","[('masalah',), ('imbang',), ('total',), ('tanding',), ('k',), ('ketemu',), ('sampai',), ('kocak',), ('rusak',)]"
"['yey', 'ws', 'smaa', 'mimin', 'syg', 'mimin']","[('yey',), ('ws',), ('smaa',), ('mimin',), ('syg',), ('mimin',)]"
"['akun', 'kena', 'ban']","[('akun',), ('kena',), ('ban',)]"
"['bagus', 'tolong', 'baik', 'machmaking', 'sampah', 'mythic', 'masa', 'ketemu', 'sedang', 'pihak', 'lawan', 'mythic', 'tolong', 'baik', 'machmaking', 'adil']","[('bagus',), ('tolong',), ('baik',), ('machmaking',), ('sampah',), ('mythic',), ('masa',), ('ketemu',), ('sedang',), ('pihak',), ('lawan',), ('mythic',), ('tolong',), ('baik',), ('machmaking',), ('adil',)]"
"['seru', 'santai']","[('seru',), ('santai',)]"
"['bodoh', 'rusak', 'tolo', 'tolo']","[('bodoh',), ('rusak',), ('tolo',), ('tolo',)]"
['busuk'],"[('busuk',)]"
"['culas', 'busuk', 'wajar', 'ketemu', 'musuh', 'buruk', 'gerak', 'mati', 'langsung', 'lancar']","[('culas',), ('busuk',), ('wajar',), ('ketemu',), ('musuh',), ('buruk',), ('gerak',), ('mati',), ('langsung',), ('lancar',)]"
"['akun', 'hubung', 'sudah', 'beberapa', 'coba', 'tetap', 'hubung', 'tolong', 'arah']","[('akun',), ('hubung',), ('sudah',), ('beberapa',), ('coba',), ('tetap',), ('hubung',), ('tolong',), ('arah',)]"
"['wah', 'gmnya', 'bagus', 'gerafiknya', 'bagus', 'derak', 'bananyak', 'coba', 'banyak', 'darak', 'jamin', 'alam', 'seta', 'seson']","[('wah',), ('gmnya',), ('bagus',), ('gerafiknya',), ('bagus',), ('derak',), ('bananyak',), ('coba',), ('banyak',), ('darak',), ('jamin',), ('alam',), ('seta',), ('seson',)]"
['oke'],"[('oke',)]"
['lacur'],"[('lacur',)]"
"['ko', 'makin', 'ngeselin', 'yaa', 'lag', 'parah', 'merah', 'gerak', 'tar', 'jalan', 'sndiri', 'bunuh', 'ngeselin', 'banget', 'asli', 'buka', 'yt', 'kualitas', 'hd', 'ttp', 'jalan']","[('ko',), ('makin',), ('ngeselin',), ('yaa',), ('lag',), ('parah',), ('merah',), ('gerak',), ('tar',), ('jalan',), ('sndiri',), ('bunuh',), ('ngeselin',), ('banget',), ('asli',), ('buka',), ('yt',), ('kualitas',), ('hd',), ('ttp',), ('jalan',)]"
"['musuh', 'imbang', 'adil', 'seru']","[('musuh',), ('imbang',), ('adil',), ('seru',)]"
"['selesai', 'draf', 'selalu', 'lag', 'parah', 'bagus']","[('selesai',), ('draf',), ('selalu',), ('lag',), ('parah',), ('bagus',)]"
"['bagus', 'suka', 'role', 'guna', 'role', 'role', 'dapt']","[('bagus',), ('suka',), ('role',), ('guna',), ('role',), ('role',), ('dapt',)]"
"['sinyal', 'bagus', 'support', 'ngk', 'gerak']","[('sinyal',), ('bagus',), ('support',), ('ngk',), ('gerak',)]"
"['fedder', 'ngk', 'imbang']","[('fedder',), ('ngk',), ('imbang',)]"
"['buruk', 'benar', 'masa', 'musuh', 'sulit', 'keras', 'trol', 'feeder', 'mana', 'suka', 'lag', 'tibatiba', 'makin', 'makin', 'parah']","[('buruk',), ('benar',), ('masa',), ('musuh',), ('sulit',), ('keras',), ('trol',), ('feeder',), ('mana',), ('suka',), ('lag',), ('tibatiba',), ('makin',), ('makin',), ('parah',)]"
"['anjing', 'cape', 'cape', 'naekin', 'ketemu', 'epic', 'muluu']","[('anjing',), ('cape',), ('cape',), ('naekin',), ('ketemu',), ('epic',), ('muluu',)]"
"['hei', 'beri', 'jangan', 'duo', 'trio', 'tolol', 'duotrio', 'tolol']","[('hei',), ('beri',), ('jangan',), ('duo',), ('trio',), ('tolol',), ('duotrio',), ('tolol',)]"
"['sinyal', 'full', 'hijau', 'aneh', 'lag', 'parah', 'sampai', 'kira', 'afk', 'benar', 'benar', 'rugi']","[('sinyal',), ('full',), ('hijau',), ('aneh',), ('lag',), ('parah',), ('sampai',), ('kira',), ('afk',), ('benar',), ('benar',), ('rugi',)]"
"['lag', 'ngentod']","[('lag',), ('ngentod',)]"
"['matching', 'gajelas']","[('matching',), ('gajelas',)]"
"['biasa', 'gelap', 'pasti', 'jumping', 'sinyal', 'oke']","[('biasa',), ('gelap',), ('pasti',), ('jumping',), ('sinyal',), ('oke',)]"
['kontoll'],"[('kontoll',)]"
"['baik', 'noh', 'bug']","[('baik',), ('noh',), ('bug',)]"
"['bug', 'coba', 'report', 'masalah', 'atas', 'balas', 'report']","[('bug',), ('coba',), ('report',), ('masalah',), ('atas',), ('balas',), ('report',)]"
"['kasi', 'musuh', 'sm', 'musuh', 'jago', 'gabisa']","[('kasi',), ('musuh',), ('sm',), ('musuh',), ('jago',), ('gabisa',)]"
"['ngilangin', 'stres', 'ehh', 'tambah', 'stres', 'gaush', 'gila', 'ntr']","[('ngilangin',), ('stres',), ('ehh',), ('tambah',), ('stres',), ('gaush',), ('gila',), ('ntr',)]"
['buruk'],"[('buruk',)]"
"['ganti', 'akun', 'cuma', 'arah', 'pusat', 'akun', 'ikut', 'arah', 'customer', 'servis', 'emosi', 'kadang', 'kode', 'verifikasi', 'salah', 'ganti', 'akun', 'email', 'google', 'sudah', 'benar', 'masukin']","[('ganti',), ('akun',), ('cuma',), ('arah',), ('pusat',), ('akun',), ('ikut',), ('arah',), ('customer',), ('servis',), ('emosi',), ('kadang',), ('kode',), ('verifikasi',), ('salah',), ('ganti',), ('akun',), ('email',), ('google',), ('sudah',), ('benar',), ('masukin',)]"
"['kenapa', 'suara', 'hiro', 'dalam', 'ngak', 'hilang']","[('kenapa',), ('suara',), ('hiro',), ('dalam',), ('ngak',), ('hilang',)]"
"['mikir', 'susah', 'komunikasi', 'gelap', 'aneh']","[('mikir',), ('susah',), ('komunikasi',), ('gelap',), ('aneh',)]"
['good'],"[('good',)]"
"['kenapa', 'sekarang', 'selesai', 'yapping', 'bujang', 'bungkam', 'timkukuat']","[('kenapa',), ('sekarang',), ('selesai',), ('yapping',), ('bujang',), ('bungkam',), ('timkukuat',)]"
"['yatempiyatu', 'asu', 'ngekei', 'goblog', 'kabeh', 'meh', 'munggah', 'mitik', 'e', 'angel', 'e', 'asu', 'jembot']","[('yatempiyatu',), ('asu',), ('ngekei',), ('goblog',), ('kabeh',), ('meh',), ('munggah',), ('mitik',), ('e',), ('angel',), ('e',), ('asu',), ('jembot',)]"
"['jelas', 'makin', 'lama', 'makin', 'hilang', 'sampah']","[('jelas',), ('makin',), ('lama',), ('makin',), ('hilang',), ('sampah',)]"
"['sudah', 'session', 'makin', 'njng', 'moontonnya', 'menang', 'lanjut', 'jangan', 'harap', 'menang', 'darksystemnya', 'ngotak', 'developer', 'selalu', 'binatang', 'buruk', 'su', 'sampai', 'kapan', 'imbang', 'dalam']","[('sudah',), ('session',), ('makin',), ('njng',), ('moontonnya',), ('menang',), ('lanjut',), ('jangan',), ('harap',), ('menang',), ('darksystemnya',), ('ngotak',), ('developer',), ('selalu',), ('binatang',), ('buruk',), ('su',), ('sampai',), ('kapan',), ('imbang',), ('dalam',)]"
['lawak'],"[('lawak',)]"
"['lot', 'baru', 'rang', 'kredit', 'skor', 'babi', 'kau', 'gelap', 'parah']","[('lot',), ('baru',), ('rang',), ('kredit',), ('skor',), ('babi',), ('kau',), ('gelap',), ('parah',)]"
"['menang', 'kalah', 'sampai', 'lima']","[('menang',), ('kalah',), ('sampai',), ('lima',)]"
"['peerbaiki', 'sinyal', 'jngan', 'banyak', 'event']","[('peerbaiki',), ('sinyal',), ('jngan',), ('banyak',), ('event',)]"
"['seru', 'tantang', 'sukapake', 'lancelot']","[('seru',), ('tantang',), ('sukapake',), ('lancelot',)]"
['normal'],"[('normal',)]"
"['makin', 'server', 'lag', 'anj']","[('makin',), ('server',), ('lag',), ('anj',)]"
"['kenapa', 'kalahh', 'teruss', 'ton', 'capemonton', 'kasi', 'apaa', 'kenapa', 'susang', 'benget', 'keluar', 'legendsmonton', 'gamau', 'lose', 'cape']","[('kenapa',), ('kalahh',), ('teruss',), ('ton',), ('capemonton',), ('kasi',), ('apaa',), ('kenapa',), ('susang',), ('benget',), ('keluar',), ('legendsmonton',), ('gamau',), ('lose',), ('cape',)]"
"['lag', 'ping', 'merah', 'busuk']","[('lag',), ('ping',), ('merah',), ('busuk',)]"
"['manajemen', 'milih', 'seluruh', 'cuma', 'indonesia', 'internetnya', 'lambat', 'paksa', 'semua', 'kentang', 'lag', 'brutal', 'pilih', 'mana', 'momen', 'penting', 'tentu', 'menang', 'buah']","[('manajemen',), ('milih',), ('seluruh',), ('cuma',), ('indonesia',), ('internetnya',), ('lambat',), ('paksa',), ('semua',), ('kentang',), ('lag',), ('brutal',), ('pilih',), ('mana',), ('momen',), ('penting',), ('tentu',), ('menang',), ('buah',)]"
"['pokimai', 'masuk', 'akal', 'sedang', 'musuh', 'jago', 'poqi']","[('pokimai',), ('masuk',), ('akal',), ('sedang',), ('musuh',), ('jago',), ('poqi',)]"
"['binatang', 'beri', 'hapus', 'banyak', 'bug', 'update', 'sekian', 'wasalam']","[('binatang',), ('beri',), ('hapus',), ('banyak',), ('bug',), ('update',), ('sekian',), ('wasalam',)]"
['aneh'],"[('aneh',)]"
"['seru', 'banget', 'sudah', 'th', 'bosen', 'bosen']","[('seru',), ('banget',), ('sudah',), ('th',), ('bosen',), ('bosen',)]"
"['season', 'kemarin', 'cuam', 'puterputer', 'menang', 'kalah', 'naik', 'enggak', 'turun', 'enggak', 'stuck', 'situ', 'macth', 'mvp', 'kalah', 'menang', 'mvp', 'privilege']","[('season',), ('kemarin',), ('cuam',), ('puterputer',), ('menang',), ('kalah',), ('naik',), ('enggak',), ('turun',), ('enggak',), ('stuck',), ('situ',), ('macth',), ('mvp',), ('kalah',), ('menang',), ('mvp',), ('privilege',)]"
"['sekrang', 'ngasi', 'tolol', 'semua']","[('sekrang',), ('ngasi',), ('tolol',), ('semua',)]"
"['like', 'it']","[('like',), ('it',)]"
"['rusak', 'masalah']","[('rusak',), ('masalah',)]"
"['jelas', 'd', 'kurang', 'kredit', 'skor', 'ngga', 'ngapa', 'ngapain']","[('jelas',), ('d',), ('kurang',), ('kredit',), ('skor',), ('ngga',), ('ngapa',), ('ngapain',)]"
"['suka', 'lag', 'karuan', 'pen', 'lag', 'bagus', 'tolong', 'jangan', 'rusak', 'nyaman']","[('suka',), ('lag',), ('karuan',), ('pen',), ('lag',), ('bagus',), ('tolong',), ('jangan',), ('rusak',), ('nyaman',)]"
"['gemm', 'jembot', 'kontol', 'asu', 'tempek', 'keok', 'akeh', 'gelap', 'coknasu']","[('gemm',), ('jembot',), ('kontol',), ('asu',), ('tempek',), ('keok',), ('akeh',), ('gelap',), ('coknasu',)]"
"['kikir', 'bgst', 'ajg', 'losstreak']","[('kikir',), ('bgst',), ('ajg',), ('losstreak',)]"
"['bagus', 'ngotak', 'kadang', 'siyal', 'jelek', 'pus', 'dpet', 'musuh', 'jago', 'semua', 'sendiri', 'jelek', 'lgi', 'pusreng', 'dpet', 'musuh', 'jgo', 'semua']","[('bagus',), ('ngotak',), ('kadang',), ('siyal',), ('jelek',), ('pus',), ('dpet',), ('musuh',), ('jago',), ('semua',), ('sendiri',), ('jelek',), ('lgi',), ('pusreng',), ('dpet',), ('musuh',), ('jgo',), ('semua',)]"
"['tolong', 'musuh', 'padan', 'masa', 'ex', 'ketemu', 'musuh', 'ex', 'imo', 'semua', 'adil', 'padan']","[('tolong',), ('musuh',), ('padan',), ('masa',), ('ex',), ('ketemu',), ('musuh',), ('ex',), ('imo',), ('semua',), ('adil',), ('padan',)]"
['buruk'],"[('buruk',)]"
"['beri', 'adil', 'adil', 'banyak', 'meng', 'troll', 'jika', 'role', 'sengsara', 'jika', 'troll', 'ranking', 'kena', 'lindung', 'kasihan', 'orng', 'lain', 'troll', 'turun']","[('beri',), ('adil',), ('adil',), ('banyak',), ('meng',), ('troll',), ('jika',), ('role',), ('sengsara',), ('jika',), ('troll',), ('ranking',), ('kena',), ('lindung',), ('kasihan',), ('orng',), ('lain',), ('troll',), ('turun',)]"
['tae'],"[('tae',)]"
"['punya', 'bocil', 'minimal', 'waras', 'lol']","[('punya',), ('bocil',), ('minimal',), ('waras',), ('lol',)]"
"['jelek', 'mending', 'hapus', 'darksistem', 'semua', 'musuh', 'jago', 'adil', 'jelek', 'usah', 'mainin', 'usak', 'otak']","[('jelek',), ('mending',), ('hapus',), ('darksistem',), ('semua',), ('musuh',), ('jago',), ('adil',), ('jelek',), ('usah',), ('mainin',), ('usak',), ('otak',)]"
"['gblok', 'alam', 'romawi', 'glory', 'guobloknya', 'berapa', 'gblok', 'profil', 'tolol', 'parah', 'matchnya', 'anjeng']","[('gblok',), ('alam',), ('romawi',), ('glory',), ('guobloknya',), ('berapa',), ('gblok',), ('profil',), ('tolol',), ('parah',), ('matchnya',), ('anjeng',)]"
"['saranin', 'sabar', 'setip', 'tisu', 'jangan', 'otak', 'stres', 'lama', 'lama', 'kesel', 'jugaa', 'rusak']","[('saranin',), ('sabar',), ('setip',), ('tisu',), ('jangan',), ('otak',), ('stres',), ('lama',), ('lama',), ('kesel',), ('jugaa',), ('rusak',)]"
"['kait', 'rusak', 'ngotak', 'sedikit']","[('kait',), ('rusak',), ('ngotak',), ('sedikit',)]"
"['gm', 'taik', 'tol', 'semuaa', 'kasi', 'ajingg', 'binatang', 'ngsi', 'kontoll', 'anjing']","[('gm',), ('taik',), ('tol',), ('semuaa',), ('kasi',), ('ajingg',), ('binatang',), ('ngsi',), ('kontoll',), ('anjing',)]"
"['rusak', 'tres', 'ngk', 'adil', 'lolot', 'mending', 'pindah', 'king', 'lebih', 'tarik', 'lebih', 'adil', 'beri', 'lawan', 'sesuai', 'mampu', 'sendiri', 'beda', 'beri', 'musuh', 'ngak', 'imbang', 'sendiri', 'tambah', 'sekarang', 'sendiri', 'mati', 'pasti', 'langsung', 'ripot', 'kurang', 'kredit', 'kor', 'ngak', 'kasi', 'layer', 'buruk']","[('rusak',), ('tres',), ('ngk',), ('adil',), ('lolot',), ('mending',), ('pindah',), ('king',), ('lebih',), ('tarik',), ('lebih',), ('adil',), ('beri',), ('lawan',), ('sesuai',), ('mampu',), ('sendiri',), ('beda',), ('beri',), ('musuh',), ('ngak',), ('imbang',), ('sendiri',), ('tambah',), ('sekarang',), ('sendiri',), ('mati',), ('pasti',), ('langsung',), ('ripot',), ('kurang',), ('kredit',), ('kor',), ('ngak',), ('kasi',), ('layer',), ('buruk',)]"
"['bagus', 'grafik', 'sudah', 'gabisa', 'sekarang']","[('bagus',), ('grafik',), ('sudah',), ('gabisa',), ('sekarang',)]"
['kotl'],"[('kotl',)]"
"['pesan', 'buka', 'beri', 'langgar', 'tanpa', 'lihat', 'mentulusuri', 'tolong', 'perbaikin', 'belum', 'ambil', 'tindak']","[('pesan',), ('buka',), ('beri',), ('langgar',), ('tanpa',), ('lihat',), ('mentulusuri',), ('tolong',), ('perbaikin',), ('belum',), ('ambil',), ('tindak',)]"
"['ketemu', 'gajelas']","[('ketemu',), ('gajelas',)]"
['dongo'],"[('dongo',)]"
"['settingan', 'banyak', 'bot', 'kalah', 'moga', 'cepat', 'bangkrut', 'aamiin']","[('settingan',), ('banyak',), ('bot',), ('kalah',), ('moga',), ('cepat',), ('bangkrut',), ('aamiin',)]"
"['gaje', 'lama', 'season', 'isi', 'banyak', 'maksa', 'sedang', 'musuh', 'renk', 'tinggi', 'glory', 'renk', 'tinggi', 'epic', 'mawi', 'username', 'fadil', 'elek', 'lama', 'season', 'pernah', 'ws']","[('gaje',), ('lama',), ('season',), ('isi',), ('banyak',), ('maksa',), ('sedang',), ('musuh',), ('renk',), ('tinggi',), ('glory',), ('renk',), ('tinggi',), ('epic',), ('mawi',), ('username',), ('fadil',), ('elek',), ('lama',), ('season',), ('pernah',), ('ws',)]"
['oke'],"[('oke',)]"
"['lain', 'jali', 'kasi', 'waras', 'sedikit', 'jn', 'ngetrol', 'mikir', 'napa', 'org', 'improve', 'dr', 'skill', 'kasi', 'gt', 'org', 'mentok', 'lawak']","[('lain',), ('jali',), ('kasi',), ('waras',), ('sedikit',), ('jn',), ('ngetrol',), ('mikir',), ('napa',), ('org',), ('improve',), ('dr',), ('skill',), ('kasi',), ('gt',), ('org',), ('mentok',), ('lawak',)]"
"['sudah', 'apus', 'beri', 'gprnah', 'benar']","[('sudah',), ('apus',), ('beri',), ('gprnah',), ('benar',)]"
"['skin', 'gratis', 'jangan', 'trial', 'herobadang', 'helcrut', 'semuahero', 'gratis', 'nanti', 'bintang', 'suka', 'pasang', 'hapymod']","[('skin',), ('gratis',), ('jangan',), ('trial',), ('herobadang',), ('helcrut',), ('semuahero',), ('gratis',), ('nanti',), ('bintang',), ('suka',), ('pasang',), ('hapymod',)]"
"['bagus', 'beri', 'diamond', 'beri', 'bintang', 'cukup']","[('bagus',), ('beri',), ('diamond',), ('beri',), ('bintang',), ('cukup',)]"
"['usah', 'ngekil', 'ges', 'mending', 'assist', 'cape', 'cape', 'kill', 'ngepush', 'kalah', 'punya', 'assist', 'lebih', 'banyak', 'mvp', 'mati', 'banyak', 'dia']","[('usah',), ('ngekil',), ('ges',), ('mending',), ('assist',), ('cape',), ('cape',), ('kill',), ('ngepush',), ('kalah',), ('punya',), ('assist',), ('lebih',), ('banyak',), ('mvp',), ('mati',), ('banyak',), ('dia',)]"
['pepek'],"[('pepek',)]"
"['banyak', 'darksistem']","[('banyak',), ('darksistem',)]"
"['seru', 'tolong', 'imbang']","[('seru',), ('tolong',), ('imbang',)]"
['kontol'],"[('kontol',)]"
[],[]
"['parah', 'banget', 'ngebug', 'oke', 'plus', 'tia', 'sentuh', 'kena', 'afk', 'baik']","[('parah',), ('banget',), ('ngebug',), ('oke',), ('plus',), ('tia',), ('sentuh',), ('kena',), ('afk',), ('baik',)]"
"['klok', 'bot', 'musuh', 'jugak', 'bot', 'bot', 'musuh', 'gg', 'tololtolong', 'ituh', 'lobi', 'bnerin', 'mles']","[('klok',), ('bot',), ('musuh',), ('jugak',), ('bot',), ('bot',), ('musuh',), ('gg',), ('tololtolong',), ('ituh',), ('lobi',), ('bnerin',), ('mles',)]"
"['ngotak', 'sedikit', 'lawan', 'imbang', 'pasti', 'pindah', 'tolong', 'baik', 'napa', 'lawan', 'ngotak', 'senang', 'senang', 'imbang', 'lawan', 'alhasil', 'lose', 'streakkecewa', 'berat']","[('ngotak',), ('sedikit',), ('lawan',), ('imbang',), ('pasti',), ('pindah',), ('tolong',), ('baik',), ('napa',), ('lawan',), ('ngotak',), ('senang',), ('senang',), ('imbang',), ('lawan',), ('alhasil',), ('lose',), ('streakkecewa',), ('berat',)]"
"['grafik', 'bagus', 'banget', 'ngasi', 'curang', 'keye']","[('grafik',), ('bagus',), ('banget',), ('ngasi',), ('curang',), ('keye',)]"
"['asu', 'celeng', 'lol']","[('asu',), ('celeng',), ('lol',)]"
"['sampah', 'naik', 'buruk', 'kyk', 'gitu']","[('sampah',), ('naik',), ('buruk',), ('kyk',), ('gitu',)]"
"['hapus', 'play', 'store', 'beberapa', 'selalu', 'baik']","[('hapus',), ('play',), ('store',), ('beberapa',), ('selalu',), ('baik',)]"
"['banyak', 'satu', 'banyak', 'ngadu', 'admin', 'parah', 'banyak', 'atur']","[('banyak',), ('satu',), ('banyak',), ('ngadu',), ('admin',), ('parah',), ('banyak',), ('atur',)]"
"['tolol', 'banyak', 'benar', 'gelap', 'tolol']","[('tolol',), ('banyak',), ('benar',), ('gelap',), ('tolol',)]"
"['scam', 'recommended', 'selalu', 'gabisa', 'nyeleneh', 'musuh', 'jago', 'padan', 'daya', 'punya', 'party', 'gimana', 'ngembangin', 'skill', 'rata', 'gabisa']","[('scam',), ('recommended',), ('selalu',), ('gabisa',), ('nyeleneh',), ('musuh',), ('jago',), ('padan',), ('daya',), ('punya',), ('party',), ('gimana',), ('ngembangin',), ('skill',), ('rata',), ('gabisa',)]"
"['selalu', 'lag', 'walau', 'baik']","[('selalu',), ('lag',), ('walau',), ('baik',)]"
"['tolong', 'baik', 'sudah', 'terlalu', 'lag']","[('tolong',), ('baik',), ('sudah',), ('terlalu',), ('lag',)]"
['taek'],"[('taek',)]"
['mantap'],"[('mantap',)]"
"['selesai', 'draft', 'selalu', 'patah', 'patah', 'sempat', 'ganti', 'build', 'build', 'rekomendasi', 'belum', 'update', 'lancar', 'lancar', 'sekarang', 'kenapa', 'menggangu', 'errorlag', 'selesai', 'draft', 'sinyal', 'bagus', 'bintang', 'satu', 'update', 'sekarang', 'sudah', 'fiks', 'baru', 'bintang']","[('selesai',), ('draft',), ('selalu',), ('patah',), ('patah',), ('sempat',), ('ganti',), ('build',), ('build',), ('rekomendasi',), ('belum',), ('update',), ('lancar',), ('lancar',), ('sekarang',), ('kenapa',), ('menggangu',), ('errorlag',), ('selesai',), ('draft',), ('sinyal',), ('bagus',), ('bintang',), ('satu',), ('update',), ('sekarang',), ('sudah',), ('fiks',), ('baru',), ('bintang',)]"
