stopwords_removed,unigrams_hok
"['gamesnya', 'seru', 'bangetdan', 'lebih', 'keren']","[('gamesnya',), ('seru',), ('bangetdan',), ('lebih',), ('keren',)]"
"['maksa', 'suka', 'niru']","[('maksa',), ('suka',), ('niru',)]"
"['puas', 'banyak', 'feed']","[('puas',), ('banyak',), ('feed',)]"
"['agak', 'kecewa', 'hadiah', 'vs', 'merchant', 'reward', 'sepenuh', 'gratiskarena', 'hadiah', 'sebut', 'kirim', 'negara', 'asal', 'nyata', 'bayar', 'pajak', 'bea', 'cukai', 'biaya', 'admin', 'besar', 'k', 'total']","[('agak',), ('kecewa',), ('hadiah',), ('vs',), ('merchant',), ('reward',), ('sepenuh',), ('gratiskarena',), ('hadiah',), ('sebut',), ('kirim',), ('negara',), ('asal',), ('nyata',), ('bayar',), ('pajak',), ('bea',), ('cukai',), ('biaya',), ('admin',), ('besar',), ('k',), ('total',)]"
"['adil', 'musuh', 'bagus', 'sedang', 'buruk', 'cari', 'lawan', 'tak', 'adil', 'musuh', 'semua', 'sudah', 'pernah', 'lewat', 'grand', 'master', 'sedang', 'diamond', 'tak', 'adil', 'tak', 'urus', 'baik', 'mati']","[('adil',), ('musuh',), ('bagus',), ('sedang',), ('buruk',), ('cari',), ('lawan',), ('tak',), ('adil',), ('musuh',), ('semua',), ('sudah',), ('pernah',), ('lewat',), ('grand',), ('master',), ('sedang',), ('diamond',), ('tak',), ('adil',), ('tak',), ('urus',), ('baik',), ('mati',)]"
"['bubar', 'gaje', 'isi', 'poke']","[('bubar',), ('gaje',), ('isi',), ('poke',)]"
['oke'],"[('oke',)]"
"['banget', 'update', 'habis', 'update', 'bosen']","[('banget',), ('update',), ('habis',), ('update',), ('bosen',)]"
"['nyq', 'mangkin', 'jelek', 'mangkin', 'banyak', 'gelap', 'sitem']","[('nyq',), ('mangkin',), ('jelek',), ('mangkin',), ('banyak',), ('gelap',), ('sitem',)]"
['bagus'],"[('bagus',)]"
['bagus'],"[('bagus',)]"
"['seruu', 'lama', 'luang', 'lebih', 'seru', 'poko', 'sudah', 'nyesell']","[('seruu',), ('lama',), ('luang',), ('lebih',), ('seru',), ('poko',), ('sudah',), ('nyesell',)]"
"['bagus', 'bangett']","[('bagus',), ('bangett',)]"
"['sudah', 'bagus', 'developer', 'sedikit', 'ringan']","[('sudah',), ('bagus',), ('developer',), ('sedikit',), ('ringan',)]"
"['bagus', 'kualitas', 'kuat', 'ram', 'gb']","[('bagus',), ('kualitas',), ('kuat',), ('ram',), ('gb',)]"
"['cash', 'rewar', 'pernah', 'masuk', 'tarik', 'sampai', 'nunggu', 'blnpun', 'sekarang', 'bisaa', 'makanya', 'tambah', 'sepi', 'cht', 'admin', 'sana', 'bahan', 'sosial', 'media', 'cht', 'semua', 'responya', 'suruh', 'ngulang', 'teruss', 'padahalpostingnku', 'selalu', 'rame']","[('cash',), ('rewar',), ('pernah',), ('masuk',), ('tarik',), ('sampai',), ('nunggu',), ('blnpun',), ('sekarang',), ('bisaa',), ('makanya',), ('tambah',), ('sepi',), ('cht',), ('admin',), ('sana',), ('bahan',), ('sosial',), ('media',), ('cht',), ('semua',), ('responya',), ('suruh',), ('ngulang',), ('teruss',), ('padahalpostingnku',), ('selalu',), ('rame',)]"
"['lebih', 'bagus', 'ketimbang', 'hokmok']","[('lebih',), ('bagus',), ('ketimbang',), ('hokmok',)]"
['suka'],"[('suka',)]"
['bgs'],"[('bgs',)]"
"['tambahin', 'spasi', 'nickname', 'susah', 'banget', 'mikirin', 'nickname', 'bagus', 'gabisa', 'spasi']","[('tambahin',), ('spasi',), ('nickname',), ('susah',), ('banget',), ('mikirin',), ('nickname',), ('bagus',), ('gabisa',), ('spasi',)]"
"['capek', 'ma', 'darksistem']","[('capek',), ('ma',), ('darksistem',)]"
"['bagus', 'banget']","[('bagus',), ('banget',)]"
"['anjingg', 'season', 'baru', 'kalah', 'sengaja', 'beri', 'kalah', 'matching', 'selalu', 'filipina', 'notabene', 'noob', 'mid', 'sengaja', 'beri', 'kalah', 'akun', 'upa', 'darah', 'boros', 'skill', 'tekan', 'beberapa', 'baru', 'aktif', 'sinyal', 'bagus', 'rekomendasi', 'sampah']","[('anjingg',), ('season',), ('baru',), ('kalah',), ('sengaja',), ('beri',), ('kalah',), ('matching',), ('selalu',), ('filipina',), ('notabene',), ('noob',), ('mid',), ('sengaja',), ('beri',), ('kalah',), ('akun',), ('upa',), ('darah',), ('boros',), ('skill',), ('tekan',), ('beberapa',), ('baru',), ('aktif',), ('sinyal',), ('bagus',), ('rekomendasi',), ('sampah',)]"
"['suka', 'kolaborasi', 'tung', 'tung', 'sahur', 'and', 'gank', 'harap', 'langsung', 'batal', 'kolaborasi', 'netral']","[('suka',), ('kolaborasi',), ('tung',), ('tung',), ('sahur',), ('and',), ('gank',), ('harap',), ('langsung',), ('batal',), ('kolaborasi',), ('netral',)]"
"['ayo', 'bagus', 'minta', 'skin', 'milik', 'guna', 'dalam', 'offline']","[('ayo',), ('bagus',), ('minta',), ('skin',), ('milik',), ('guna',), ('dalam',), ('offline',)]"
"['musuh', 'poke', 'semua']","[('musuh',), ('poke',), ('semua',)]"
['bagus'],"[('bagus',)]"
"['kenapa', 'hapus', 'foto', 'kena']","[('kenapa',), ('hapus',), ('foto',), ('kena',)]"
"['bagus', 'developer', 'tolong', 'buatin', 'lite', 'biar', 'lancar', 'penuh', 'plss']","[('bagus',), ('developer',), ('tolong',), ('buatin',), ('lite',), ('biar',), ('lancar',), ('penuh',), ('plss',)]"
"['buruk', 'sesal', 'spend', 'uang', 'balench', 'bot', 'mending', 'tutup', 'sudah', 'urusin', 'tu', 'aov', 'epic', 'bot', 'ma', 'buruk', 'nobles', 'refun', 'vochernya', 'tambah', 'habis', 'update', 'bug', 'mana', 'mulai', 'sampek', 'tampil']","[('buruk',), ('sesal',), ('spend',), ('uang',), ('balench',), ('bot',), ('mending',), ('tutup',), ('sudah',), ('urusin',), ('tu',), ('aov',), ('epic',), ('bot',), ('ma',), ('buruk',), ('nobles',), ('refun',), ('vochernya',), ('tambah',), ('habis',), ('update',), ('bug',), ('mana',), ('mulai',), ('sampek',), ('tampil',)]"
"['nomor', 'king', 'soon']","[('nomor',), ('king',), ('soon',)]"
"['ma', 'bagus', 'mantap', 'mainin', 'gravik', 'bagus', 'bintang']","[('ma',), ('bagus',), ('mantap',), ('mainin',), ('gravik',), ('bagus',), ('bintang',)]"
"['bagus', 'suka']","[('bagus',), ('suka',)]"
['seru'],"[('seru',)]"
"['lebih', 'bagus']","[('lebih',), ('bagus',)]"
['niru'],"[('niru',)]"
['bagus'],"[('bagus',)]"
"['gema', 'buruk', 'hampir', 'pecahin', 'sendiri', 'gara', 'gara', 'gema', 'an']","[('gema',), ('buruk',), ('hampir',), ('pecahin',), ('sendiri',), ('gara',), ('gara',), ('gema',), ('an',)]"
"['this', 'good', 'gitu', 'suka', 'adu', 'domba']","[('this',), ('good',), ('gitu',), ('suka',), ('adu',), ('domba',)]"
"['wareg', 'bansos', 'minus', 'server', 'terlalu', 'berat', 'sehingga', 'bagi', 'beban', 'tanggung', 'lag', 'crash', 'pisah', 'server', 'china', 'global']","[('wareg',), ('bansos',), ('minus',), ('server',), ('terlalu',), ('berat',), ('sehingga',), ('bagi',), ('beban',), ('tanggung',), ('lag',), ('crash',), ('pisah',), ('server',), ('china',), ('global',)]"
['suka'],"[('suka',)]"
"['hampir', 'mirip', 'lebih', 'banyak', 'mana', 'diomand', 'koin']","[('hampir',), ('mirip',), ('lebih',), ('banyak',), ('mana',), ('diomand',), ('koin',)]"
"['mantap', 'jiwa', 'bos']","[('mantap',), ('jiwa',), ('bos',)]"
"['bagus', 'asik', 'bosenin', 'teman', 'luar', 'negri']","[('bagus',), ('asik',), ('bosenin',), ('teman',), ('luar',), ('negri',)]"
"['mobil', 'lenjes']","[('mobil',), ('lenjes',)]"
['bagus'],"[('bagus',)]"
[],[]
"['it', 'sbb', 'nak', 'hukum', 'krn', 'kluar', 'app', 'sndiri']","[('it',), ('sbb',), ('nak',), ('hukum',), ('krn',), ('kluar',), ('app',), ('sndiri',)]"
"['semua', 'bagus', 'kecuali', 'suka', 'tibatiba', 'ngefreez', 'lama', 'detik', 'momen', 'crusial', 'mati', 'tolong', 'baik', 'masalah', 'fps', 'drop', 'masuk', 'akal']","[('semua',), ('bagus',), ('kecuali',), ('suka',), ('tibatiba',), ('ngefreez',), ('lama',), ('detik',), ('momen',), ('crusial',), ('mati',), ('tolong',), ('baik',), ('masalah',), ('fps',), ('drop',), ('masuk',), ('akal',)]"
"['sru', 'banget']","[('sru',), ('banget',)]"
['ciplak'],"[('ciplak',)]"
"['bagus', 'seru']","[('bagus',), ('seru',)]"
"['masalah', 'wifi', 'tambah', 'seluler', 'ajar', 'sana', 'kau', 'hina', 'hina', 'masalah']","[('masalah',), ('wifi',), ('tambah',), ('seluler',), ('ajar',), ('sana',), ('kau',), ('hina',), ('hina',), ('masalah',)]"
"['mohon', 'kecil', 'versi', 'lite', 'ponsel', 'lebih', 'rendah', 'lebih', 'lancar']","[('mohon',), ('kecil',), ('versi',), ('lite',), ('ponsel',), ('lebih',), ('rendah',), ('lebih',), ('lancar',)]"
"['adil', 'terlalu', 'frustasi', 'jamin', 'menang', 'skin', 'gratis', 'bundle', 'murah', 'banget']","[('adil',), ('terlalu',), ('frustasi',), ('jamin',), ('menang',), ('skin',), ('gratis',), ('bundle',), ('murah',), ('banget',)]"
"['games', 'bagus', 'tampil', 'bagus', 'banyak', 'toxic', 'gelap']","[('games',), ('bagus',), ('tampil',), ('bagus',), ('banyak',), ('toxic',), ('gelap',)]"
['senang'],"[('senang',)]"
"['bagus', 'suka', 'banget', 'model', 'skinnya', 'tutorial', 'bantu']","[('bagus',), ('suka',), ('banget',), ('model',), ('skinnya',), ('tutorial',), ('bantu',)]"
"['kemarin', 'master', 'l', 'diupdate', 'turun', 'diamond', 'v', 'parah', 'eror', 'banget']","[('kemarin',), ('master',), ('l',), ('diupdate',), ('turun',), ('diamond',), ('v',), ('parah',), ('eror',), ('banget',)]"
"['so', 'fun']","[('so',), ('fun',)]"
"['bagus', 'banget', 'tingkat', 'moga', 'moda', 'ofline']","[('bagus',), ('banget',), ('tingkat',), ('moga',), ('moda',), ('ofline',)]"
"['adil', 'gausa', 'bales']","[('adil',), ('gausa',), ('bales',)]"
['seru'],"[('seru',)]"
"['kebut', 'siupdatenya', 'biar', 'server', 'china']","[('kebut',), ('siupdatenya',), ('biar',), ('server',), ('china',)]"
['good'],"[('good',)]"
"['tolong', 'tambah', 'makin', 'seru']","[('tolong',), ('tambah',), ('makin',), ('seru',)]"
"['bagus', 'grafik', 'gta', 'salah', 'mungkin']","[('bagus',), ('grafik',), ('gta',), ('salah',), ('mungkin',)]"
"['bagus', 'minimal', 'milik', 'alam', 'buruk', 'yaitu', 'musuh', 'padan', 'lagcrash', 'pasuk', 'tanding', 'akhir', 'tanding', 'dar', 'saran', 'minimal', 'tolong', 'versi', 'kentang', 'minimal', 'pasuk', 'ui', 'sinyal', 'asa', 'lag', 'buka', 'apk', 'lain', 'youtube', 'lancar', 'moga', 'saran', 'dengar', 'good', 'job', 'selalu']","[('bagus',), ('minimal',), ('milik',), ('alam',), ('buruk',), ('yaitu',), ('musuh',), ('padan',), ('lagcrash',), ('pasuk',), ('tanding',), ('akhir',), ('tanding',), ('dar',), ('saran',), ('minimal',), ('tolong',), ('versi',), ('kentang',), ('minimal',), ('pasuk',), ('ui',), ('sinyal',), ('asa',), ('lag',), ('buka',), ('apk',), ('lain',), ('youtube',), ('lancar',), ('moga',), ('saran',), ('dengar',), ('good',), ('job',), ('selalu',)]"
"['sekarang', 'mayan', 'bagus', 'matchnya', 'masalah', 'contoh', 'ketidakseimbangan', 'noob', 'musuh', 'pro', 'semua', 'walau', 'rusak', 'sejak', 'masuk', 'indonesia', 'server', 'lain', 'imbang']","[('sekarang',), ('mayan',), ('bagus',), ('matchnya',), ('masalah',), ('contoh',), ('ketidakseimbangan',), ('noob',), ('musuh',), ('pro',), ('semua',), ('walau',), ('rusak',), ('sejak',), ('masuk',), ('indonesia',), ('server',), ('lain',), ('imbang',)]"
"['susah', 'selalu', 'ditroll', 'hukum', 'sesuai', 'sampah']","[('susah',), ('selalu',), ('ditroll',), ('hukum',), ('sesuai',), ('sampah',)]"
"['suka', 'menyerurakan', 'suka', 'jelas', 'bagus', 'yaitu', 'kalah', 'bitang', 'turun', 'naek', 'aneh', 'mending', 'hapus']","[('suka',), ('menyerurakan',), ('suka',), ('jelas',), ('bagus',), ('yaitu',), ('kalah',), ('bitang',), ('turun',), ('naek',), ('aneh',), ('mending',), ('hapus',)]"
"['tambah', 'keren', 'gamesugoi']","[('tambah',), ('keren',), ('gamesugoi',)]"
"['play', 'seru', 'banyak', 'bot', 'event', 'scam', 'push', 'lose', 'streak', 'gm', 'master', 'll', 'push', 'pagi', 'sampai', 'nyesel', 'report', 'aneh', 'dia', 'support', 'mm', 'alhasil', 'kalah', 'report', 'kena', 'hukum', 'kocak', 'benar', 'jangan', 'buang']","[('play',), ('seru',), ('banyak',), ('bot',), ('event',), ('scam',), ('push',), ('lose',), ('streak',), ('gm',), ('master',), ('ll',), ('push',), ('pagi',), ('sampai',), ('nyesel',), ('report',), ('aneh',), ('dia',), ('support',), ('mm',), ('alhasil',), ('kalah',), ('report',), ('kena',), ('hukum',), ('kocak',), ('benar',), ('jangan',), ('buang',)]"
"['lucu', 'seru']","[('lucu',), ('seru',)]"
"['sampah', 'gera', 'kaku', 'mustahil', 'menang', 'silver', 'mvp', 'kalah', 'mending', 'uninstall', 'sudah']","[('sampah',), ('gera',), ('kaku',), ('mustahil',), ('menang',), ('silver',), ('mvp',), ('kalah',), ('mending',), ('uninstall',), ('sudah',)]"
"['baik', 'mention', 'moment', 'gapernah', 'bangke']","[('baik',), ('mention',), ('moment',), ('gapernah',), ('bangke',)]"
"['idioott', 'cem', 'taekk', 'idiot', 'banget', 'lawan', 'jago', 'jago', 'sampah']","[('idioott',), ('cem',), ('taekk',), ('idiot',), ('banget',), ('lawan',), ('jago',), ('jago',), ('sampah',)]"
"['no', 'komen', 'bintang', 'poko']","[('no',), ('komen',), ('bintang',), ('poko',)]"
"['tolong', 'baik', 'masa', 'ketemu', 'jelas', 'mungkin', 'death', 'jika', 'begini', 'bahkan', 'lebih', 'parah']","[('tolong',), ('baik',), ('masa',), ('ketemu',), ('jelas',), ('mungkin',), ('death',), ('jika',), ('begini',), ('bahkan',), ('lebih',), ('parah',)]"
"['tolong', 'henti', 'rubah', 'sperti', 'prince', 'lanling', 'gao', 'changgong', 'princess', 'forst', 'wang', 'zaojung', 'chines', 'sulit', 'hafal']","[('tolong',), ('henti',), ('rubah',), ('sperti',), ('prince',), ('lanling',), ('gao',), ('changgong',), ('princess',), ('forst',), ('wang',), ('zaojung',), ('chines',), ('sulit',), ('hafal',)]"
"['asli', 'tagih', 'cuma', 'lama', 'lama', 'size', 'bengkak', 'segi', 'grafik', 'skin', 'paling', 'favorit', 'mantap', 'nyesel', 'skin', 'suka', 'banget', 'story', 'heroheronya', 'selain', 'cakep', 'mudah', 'ajar', 'minus', 'cuma', 'ketemu', 'server', 'luar', 'lag', 'parah', 'banget', 'baik', 'kembang']","[('asli',), ('tagih',), ('cuma',), ('lama',), ('lama',), ('size',), ('bengkak',), ('segi',), ('grafik',), ('skin',), ('paling',), ('favorit',), ('mantap',), ('nyesel',), ('skin',), ('suka',), ('banget',), ('story',), ('heroheronya',), ('selain',), ('cakep',), ('mudah',), ('ajar',), ('minus',), ('cuma',), ('ketemu',), ('server',), ('luar',), ('lag',), ('parah',), ('banget',), ('baik',), ('kembang',)]"
"['tolong', 'bug', 'keluar', 'sendiri', 'baik', 'fps', 'kadang', 'buruk', 'fps', 'fps', 'keluar', 'sendiri', 'update', 'sekarang', 'terlalu', 'berat', 'midrange', 'suka', 'forclose', 'satu', 'aplikasi', 'lain', 'tutup']","[('tolong',), ('bug',), ('keluar',), ('sendiri',), ('baik',), ('fps',), ('kadang',), ('buruk',), ('fps',), ('fps',), ('keluar',), ('sendiri',), ('update',), ('sekarang',), ('terlalu',), ('berat',), ('midrange',), ('suka',), ('forclose',), ('satu',), ('aplikasi',), ('lain',), ('tutup',)]"
['taek'],"[('taek',)]"
"['bagus', 'bett', 'nyaa']","[('bagus',), ('bett',), ('nyaa',)]"
"['kecewa', 'bug', 'profile', 'sampai', 'sekarang', 'nga', 'rusak', 'upload', 'foto', 'profil', 'galeri', 'susah', 'nga', 'rusak', 'bug', 'gitu']","[('kecewa',), ('bug',), ('profile',), ('sampai',), ('sekarang',), ('nga',), ('rusak',), ('upload',), ('foto',), ('profil',), ('galeri',), ('susah',), ('nga',), ('rusak',), ('bug',), ('gitu',)]"
"['bagus', 'bantu', 'kenal', 'lain']","[('bagus',), ('bantu',), ('kenal',), ('lain',)]"
"['asik', 'hibur']","[('asik',), ('hibur',)]"
"['bagus', 'bagus', 'letak', 'karakter', 'mirip', 'mohon', 'king', 'agak', 'rubah', 'beda', 'bukan', 'singgung', 'beri', 'saran', 'mohon', 'maaf', 'besar', 'besanya', 'komentar', 'singgung', 'sindir', 'pem', 'king', 'mohon', 'maaf', 'maaf', 'maaf', 'maaf', 'besar', 'besar', 'maaf', 'maaf', 'maaf', 'maaf', 'maaf', 'maaf', 'maaf', 'maaf']","[('bagus',), ('bagus',), ('letak',), ('karakter',), ('mirip',), ('mohon',), ('king',), ('agak',), ('rubah',), ('beda',), ('bukan',), ('singgung',), ('beri',), ('saran',), ('mohon',), ('maaf',), ('besar',), ('besanya',), ('komentar',), ('singgung',), ('sindir',), ('pem',), ('king',), ('mohon',), ('maaf',), ('maaf',), ('maaf',), ('maaf',), ('besar',), ('besar',), ('maaf',), ('maaf',), ('maaf',), ('maaf',), ('maaf',), ('maaf',), ('maaf',), ('maaf',)]"
"['suka', 'bagus', 'bagus']","[('suka',), ('bagus',), ('bagus',)]"
['good'],"[('good',)]"
"['mantap', 'jiwa', 'mempeson', 'suka', 'seru', 'banget']","[('mantap',), ('jiwa',), ('mempeson',), ('suka',), ('seru',), ('banget',)]"
"['skarang', 'ngelaig', 'karuan', 'lodibg', 'lelet']","[('skarang',), ('ngelaig',), ('karuan',), ('lodibg',), ('lelet',)]"
"['sy', 'bagus', 'mana', 'offline', 'behh', 'menyalaa']","[('sy',), ('bagus',), ('mana',), ('offline',), ('behh',), ('menyalaa',)]"
"['good', 'banyak', 'gratis', 'skin']","[('good',), ('banyak',), ('gratis',), ('skin',)]"
"['seru', 'banget', 'mainin']","[('seru',), ('banget',), ('mainin',)]"
"['betul', 'cukup', 'suka', 'tetapi', 'matching', 'jelek', 'terlalu', 'barufeeding', 'sedang', 'musuh', 'sudah', 'ratus', 'makin', 'buruk', 'hukum', 'kurang', 'berat', 'report', 'ubah', 'otomatis', 'meski', 'tambah', 'report', 'dua', 'tetapi', 'gagal', 'kena', 'hukum', 'entah', 'feeding', 'curi', 'sesuai', 'rolenya', 'isi', 'mid', 'tetapi', 'ambil', 'jungle', 'tanpa', 'jaga', 'mid']","[('betul',), ('cukup',), ('suka',), ('tetapi',), ('matching',), ('jelek',), ('terlalu',), ('barufeeding',), ('sedang',), ('musuh',), ('sudah',), ('ratus',), ('makin',), ('buruk',), ('hukum',), ('kurang',), ('berat',), ('report',), ('ubah',), ('otomatis',), ('meski',), ('tambah',), ('report',), ('dua',), ('tetapi',), ('gagal',), ('kena',), ('hukum',), ('entah',), ('feeding',), ('curi',), ('sesuai',), ('rolenya',), ('isi',), ('mid',), ('tetapi',), ('ambil',), ('jungle',), ('tanpa',), ('jaga',), ('mid',)]"
[],[]
"['kelamin', 'wanita', 'jujur', 'kecewa', 'berat', 'cocok', 'lawan', 'kawan', 'berat', 'kelamin', 'priakalau', 'beri', 'benar', 'kelamin', 'pria', 'apakah', 'terlalu', 'sepi', 'lalu', 'teman', 'asli', 'ganti', 'ai', 'aneh', 'percuma', 'gait', 'banyak', 'event', 'kyk', 'kelamin', 'pria', 'cocok', 'sampah', 'biasa', 'tolong', 'lh', 'belum', 'sudah', 'sudah', 'cukup', 'sabar', 'cukup', 'sudah']","[('kelamin',), ('wanita',), ('jujur',), ('kecewa',), ('berat',), ('cocok',), ('lawan',), ('kawan',), ('berat',), ('kelamin',), ('priakalau',), ('beri',), ('benar',), ('kelamin',), ('pria',), ('apakah',), ('terlalu',), ('sepi',), ('lalu',), ('teman',), ('asli',), ('ganti',), ('ai',), ('aneh',), ('percuma',), ('gait',), ('banyak',), ('event',), ('kyk',), ('kelamin',), ('pria',), ('cocok',), ('sampah',), ('biasa',), ('tolong',), ('lh',), ('belum',), ('sudah',), ('sudah',), ('cukup',), ('sabar',), ('cukup',), ('sudah',)]"
"['menganggu', 'banget', 'iklan']","[('menganggu',), ('banget',), ('iklan',)]"
"['dalam', 'ping', 'bagus', 'lag', 'paksa', 'uninstal']","[('dalam',), ('ping',), ('bagus',), ('lag',), ('paksa',), ('uninstal',)]"
"['bagus', 'sihh', 'hape', 'jadul', 'lag', 'gitu', 'lho', 'maap', 'yaa']","[('bagus',), ('sihh',), ('hape',), ('jadul',), ('lag',), ('gitu',), ('lho',), ('maap',), ('yaa',)]"
['oke'],"[('oke',)]"
"['semua', 'punya', 'buruk', 'mending', 'balik', 'emel', 'sana', 'gg', 'mas', 'menang', 'gg', 'binatang', 'menang', 'alias', 'ramah', 'based', 'cocok', 'indo', 'sedikit', 'alias', 'sepi', 'mending', 'emel', 'meski', 'kalah', 'grafik', 'tetap', 'happy', 'grafik', 'bagus', 'banyak', 'skin', 'gratis', 'playernya', 'stres', 'binatang', 'lebih']","[('semua',), ('punya',), ('buruk',), ('mending',), ('balik',), ('emel',), ('sana',), ('gg',), ('mas',), ('menang',), ('gg',), ('binatang',), ('menang',), ('alias',), ('ramah',), ('based',), ('cocok',), ('indo',), ('sedikit',), ('alias',), ('sepi',), ('mending',), ('emel',), ('meski',), ('kalah',), ('grafik',), ('tetap',), ('happy',), ('grafik',), ('bagus',), ('banyak',), ('skin',), ('gratis',), ('playernya',), ('stres',), ('binatang',), ('lebih',)]"
"['android', 'sudah', 'kuat', 'banyak', 'bug', 'paksa', 'hapus', 'bengkak', 'ruang']","[('android',), ('sudah',), ('kuat',), ('banyak',), ('bug',), ('paksa',), ('hapus',), ('bengkak',), ('ruang',)]"
['baik'],"[('baik',)]"
"['bagus', 'karakter', 'gratis']","[('bagus',), ('karakter',), ('gratis',)]"
"['ngiklan', 'tempat', 'sepi']","[('ngiklan',), ('tempat',), ('sepi',)]"
"['sanga', 'bagus']","[('sanga',), ('bagus',)]"
"['verry', 'good']","[('verry',), ('good',)]"
"['dear', 'timi', 'kenapa', 'poin', 'tambah', 'kurang', 'sudah', 'riset']","[('dear',), ('timi',), ('kenapa',), ('poin',), ('tambah',), ('kurang',), ('sudah',), ('riset',)]"
"['nggk', 'jelas', 'report', 'nggk', 'deteksi', 'dia', 'masalah', 'jelas', 'nggk', 'kontribusi', 'gitu', 'ngerasa', 'karakter', 'lemah', 'banget', 'item', 'adu', 'damage', 'tetap', 'kalah', 'item', 'tetap', 'damage', 'tipis', 'item', 'sesuai', 'kondisi', 'lawan', 'enak', 'critical', 'nggk', 'enak', 'kalah', 'kritikal', 'nggk', 'keluar', 'asa', 'nggk', 'jelas']","[('nggk',), ('jelas',), ('report',), ('nggk',), ('deteksi',), ('dia',), ('masalah',), ('jelas',), ('nggk',), ('kontribusi',), ('gitu',), ('ngerasa',), ('karakter',), ('lemah',), ('banget',), ('item',), ('adu',), ('damage',), ('tetap',), ('kalah',), ('item',), ('tetap',), ('damage',), ('tipis',), ('item',), ('sesuai',), ('kondisi',), ('lawan',), ('enak',), ('critical',), ('nggk',), ('enak',), ('kalah',), ('kritikal',), ('nggk',), ('keluar',), ('asa',), ('nggk',), ('jelas',)]"
"['beratt', 'banget']","[('beratt',), ('banget',)]"
"['overall', 'bagus', 'kendala', 'sinyal', 'masalah', 'hitung']","[('overall',), ('bagus',), ('kendala',), ('sinyal',), ('masalah',), ('hitung',)]"
"['bagus', 'banget', 'pernah', 'coba']","[('bagus',), ('banget',), ('pernah',), ('coba',)]"
"['terlalu', 'dermawan']","[('terlalu',), ('dermawan',)]"
"['selalu', 'lawan', 'jago', 'adil']","[('selalu',), ('lawan',), ('jago',), ('adil',)]"
"['makin', 'report', 'makin', 'sampah']","[('makin',), ('report',), ('makin',), ('sampah',)]"
"['done', 'minimal', 'sudah']","[('done',), ('minimal',), ('sudah',)]"
"['bagus', 'suka', 'meyene']","[('bagus',), ('suka',), ('meyene',)]"
"['tuntut', 'biar', 'lenyap']","[('tuntut',), ('biar',), ('lenyap',)]"
"['banyak', 'bug', 'contoh', 'bug', 'suruh', 'unduh', 'baik', 'bug', 'developer']","[('banyak',), ('bug',), ('contoh',), ('bug',), ('suruh',), ('unduh',), ('baik',), ('bug',), ('developer',)]"
"['klw', 'beri', 'jgn', 'bot', 'gaadil', 'gitu', 'musuh', 'proplayer', 'tom', 'bot']","[('klw',), ('beri',), ('jgn',), ('bot',), ('gaadil',), ('gitu',), ('musuh',), ('proplayer',), ('tom',), ('bot',)]"
"['aneh', 'akun', 'facebook', 'gerak', 'nunggu', 'lama', 'tetap', 'masuk', 'harap', 'baik', 'masalah']","[('aneh',), ('akun',), ('facebook',), ('gerak',), ('nunggu',), ('lama',), ('tetap',), ('masuk',), ('harap',), ('baik',), ('masalah',)]"
"['bagus', 'l']","[('bagus',), ('l',)]"
"['bagus', 'seru', 'cantik', 'ganteng', 'mabar', 'teman', 'pasti', 'seru', 'yuk', 'coba']","[('bagus',), ('seru',), ('cantik',), ('ganteng',), ('mabar',), ('teman',), ('pasti',), ('seru',), ('yuk',), ('coba',)]"
"['bagus', 'kurang', 'cuma', 'updatenya', 'biar', 'skin', 'baru', 'meski', 'baru']","[('bagus',), ('kurang',), ('cuma',), ('updatenya',), ('biar',), ('skin',), ('baru',), ('meski',), ('baru',)]"
"['andai', 'size', 'gb', 'pasti', 'v']","[('andai',), ('size',), ('gb',), ('pasti',), ('v',)]"
"['bahkan', 'pacar', 'china', 'suka', 'suka', 'seru']","[('bahkan',), ('pacar',), ('china',), ('suka',), ('suka',), ('seru',)]"
"['pintar', 'roamer', 'tank', 'buta']","[('pintar',), ('roamer',), ('tank',), ('buta',)]"
"['teman', 'jelek', 'kalah', 'rating', 'ngurang', 'bintang']","[('teman',), ('jelek',), ('kalah',), ('rating',), ('ngurang',), ('bintang',)]"
"['seru', 'pernah', 'beberapa', 'pilih', 'tunjuk', 'biasa', 'masuk', 'bug', 'masuk', 'meski', 'sudah', 'tunggu', 'lama', 'tolong', 'baik', 'bug']","[('seru',), ('pernah',), ('beberapa',), ('pilih',), ('tunjuk',), ('biasa',), ('masuk',), ('bug',), ('masuk',), ('meski',), ('sudah',), ('tunggu',), ('lama',), ('tolong',), ('baik',), ('bug',)]"
"['best', 'games', 'but', 'please', 'make', 'matchup', 'same', 'as', 'our', 'level', 'adapt', 'whole', 'situation', 'overall', 'best', 'and', 'enjoyable']","[('best',), ('games',), ('but',), ('please',), ('make',), ('matchup',), ('same',), ('as',), ('our',), ('level',), ('adapt',), ('whole',), ('situation',), ('overall',), ('best',), ('and',), ('enjoyable',)]"
"['harap', 'jangan', 'muncul', 'iklan', 'aplikasi', 'menggangu']","[('harap',), ('jangan',), ('muncul',), ('iklan',), ('aplikasi',), ('menggangu',)]"
"['jelekk', 'buruk']","[('jelekk',), ('buruk',)]"
