stopwords_removed,bigrams_hok
"['bagus', 'sampai', 'papa', 'adik', 'pokok', 'bagus', 'bintang']","[('bagus', 'sampai'), ('sampai', 'papa'), ('papa', 'adik'), ('adik', 'pokok'), ('pokok', 'bagus'), ('bagus', 'bintang')]"
"['pisahin', 'ph', 'server', 'lain', 'isi', 'troll', 'egois', 'semua', 'separty', 'cari', 'untung', 'sendiri', 'gapeduli', 'sudah', 'gaada', 'uba', 'nyoba', 'maksa', 'rebut', 'sesuai', 'afk', 'dll', 'konyol', 'ngetroll', 'egois', 'mvp', 'sementara', 'pontang', 'panting', 'deffend', 'tower', 'sana', 'kena', 'penalty', 'kurang', 'brengsek', 'ha']","[('pisahin', 'ph'), ('ph', 'server'), ('server', 'lain'), ('lain', 'isi'), ('isi', 'troll'), ('troll', 'egois'), ('egois', 'semua'), ('semua', 'separty'), ('separty', 'cari'), ('cari', 'untung'), ('untung', 'sendiri'), ('sendiri', 'gapeduli'), ('gapeduli', 'sudah'), ('sudah', 'gaada'), ('gaada', 'uba'), ('uba', 'nyoba'), ('nyoba', 'maksa'), ('maksa', 'rebut'), ('rebut', 'sesuai'), ('sesuai', 'afk'), ('afk', 'dll'), ('dll', 'konyol'), ('konyol', 'ngetroll'), ('ngetroll', 'egois'), ('egois', 'mvp'), ('mvp', 'sementara'), ('sementara', 'pontang'), ('pontang', 'panting'), ('panting', 'deffend'), ('deffend', 'tower'), ('tower', 'sana'), ('sana', 'kena'), ('kena', 'penalty'), ('penalty', 'kurang'), ('kurang', 'brengsek'), ('brengsek', 'ha')]"
"['keren', 'banget', 'cok']","[('keren', 'banget'), ('banget', 'cok')]"
['keren'],[]
"['naik', 'turun', 'duit', 'tolong', 'ndak', 'paham', 'tolong', 'jangan', 'hapus', 'dua', 'lipat', 'no', 'oking', 'dua', 'lipat', 'kisah', 'juang']","[('naik', 'turun'), ('turun', 'duit'), ('duit', 'tolong'), ('tolong', 'ndak'), ('ndak', 'paham'), ('paham', 'tolong'), ('tolong', 'jangan'), ('jangan', 'hapus'), ('hapus', 'dua'), ('dua', 'lipat'), ('lipat', 'no'), ('no', 'oking'), ('oking', 'dua'), ('dua', 'lipat'), ('lipat', 'kisah'), ('kisah', 'juang')]"
"['cacat', 'curi', 'sekarang', 'legal']","[('cacat', 'curi'), ('curi', 'sekarang'), ('sekarang', 'legal')]"
"['bagus', 'banget']","[('bagus', 'banget')]"
"['bagus', 'banget']","[('bagus', 'banget')]"
"['frame', 'parah', 'sekarang', 'tambah', 'sinyal', 'jumping']","[('frame', 'parah'), ('parah', 'sekarang'), ('sekarang', 'tambah'), ('tambah', 'sinyal'), ('sinyal', 'jumping')]"
"['pensi', 'musuh', 'bot']","[('pensi', 'musuh'), ('musuh', 'bot')]"
"['asik', 'baru', 'donlowad', 'langsung', 'ulas', 'moga', 'hemat', 'kuota', 'beri', 'musuh', 'adil']","[('asik', 'baru'), ('baru', 'donlowad'), ('donlowad', 'langsung'), ('langsung', 'ulas'), ('ulas', 'moga'), ('moga', 'hemat'), ('hemat', 'kuota'), ('kuota', 'beri'), ('beri', 'musuh'), ('musuh', 'adil')]"
"['tolol', 'make', 'bukan', 'line', 'ngak', 'anggap', 'pelanggaan', 'report', 'stuck', 'blank']","[('tolol', 'make'), ('make', 'bukan'), ('bukan', 'line'), ('line', 'ngak'), ('ngak', 'anggap'), ('anggap', 'pelanggaan'), ('pelanggaan', 'report'), ('report', 'stuck'), ('stuck', 'blank')]"
"['overall', 'good', 'but', 'camera', 'too', 'close']","[('overall', 'good'), ('good', 'but'), ('but', 'camera'), ('camera', 'too'), ('too', 'close')]"
"['aneh', 'nulis', 'pocong', 'hunter', 'ketemu', 'buruk', 'bahkan', 'lebih', 'buruk', 'ff']","[('aneh', 'nulis'), ('nulis', 'pocong'), ('pocong', 'hunter'), ('hunter', 'ketemu'), ('ketemu', 'buruk'), ('buruk', 'bahkan'), ('bahkan', 'lebih'), ('lebih', 'buruk'), ('buruk', 'ff')]"
"['suka', 'banget', 'seru', 'asyik', 'banyak', 'suka']","[('suka', 'banget'), ('banget', 'seru'), ('seru', 'asyik'), ('asyik', 'banyak'), ('banyak', 'suka')]"
"['fps', 'naik', 'tibatiba', 'momen', 'krusial', 'lain', 'bagus', 'device', 'dukung']","[('fps', 'naik'), ('naik', 'tibatiba'), ('tibatiba', 'momen'), ('momen', 'krusial'), ('krusial', 'lain'), ('lain', 'bagus'), ('bagus', 'device'), ('device', 'dukung')]"
['bagus'],[]
"['gameku', 'bintang', 'skin', 'gratis', 'coy', 'mungkin', 'ngonten', 'nanti', 'besar', 'meski', 'ngikutan', 'bagus', 'lebih', 'kualitas', 'neng', 'kadang', 'serlok', 'takparani', 'striker', 'sendiri', 'kelas', 'banget', 'by']","[('gameku', 'bintang'), ('bintang', 'skin'), ('skin', 'gratis'), ('gratis', 'coy'), ('coy', 'mungkin'), ('mungkin', 'ngonten'), ('ngonten', 'nanti'), ('nanti', 'besar'), ('besar', 'meski'), ('meski', 'ngikutan'), ('ngikutan', 'bagus'), ('bagus', 'lebih'), ('lebih', 'kualitas'), ('kualitas', 'neng'), ('neng', 'kadang'), ('kadang', 'serlok'), ('serlok', 'takparani'), ('takparani', 'striker'), ('striker', 'sendiri'), ('sendiri', 'kelas'), ('kelas', 'banget'), ('banget', 'by')]"
"['boros', 'korban', 'king', 'cuma', 'modal', 'unduh', 'cuma', 'satu', 'habis', 'baru', 'gb', 'sumber', 'daya', 'play', 'emblem', 'semua', 'susa', 'mudah', 'offline', 'masukin', 'paksa', 'update', 'update', 'tunda', 'offline', 'langsung', 'mainin', 'loading', 'unduh', 'lama', 'skill', 'tebel', 'kentang', 'efek', 'kunci', 'skill', 'musuh', 'nyesel', 'unduh']","[('boros', 'korban'), ('korban', 'king'), ('king', 'cuma'), ('cuma', 'modal'), ('modal', 'unduh'), ('unduh', 'cuma'), ('cuma', 'satu'), ('satu', 'habis'), ('habis', 'baru'), ('baru', 'gb'), ('gb', 'sumber'), ('sumber', 'daya'), ('daya', 'play'), ('play', 'emblem'), ('emblem', 'semua'), ('semua', 'susa'), ('susa', 'mudah'), ('mudah', 'offline'), ('offline', 'masukin'), ('masukin', 'paksa'), ('paksa', 'update'), ('update', 'update'), ('update', 'tunda'), ('tunda', 'offline'), ('offline', 'langsung'), ('langsung', 'mainin'), ('mainin', 'loading'), ('loading', 'unduh'), ('unduh', 'lama'), ('lama', 'skill'), ('skill', 'tebel'), ('tebel', 'kentang'), ('kentang', 'efek'), ('efek', 'kunci'), ('kunci', 'skill'), ('skill', 'musuh'), ('musuh', 'nyesel'), ('nyesel', 'unduh')]"
"['ketemu', 'musuh', 'bahkan', 'bilang', 'lebih', 'banyak', 'kalah', 'menang', 'gimana', 'win', 'and', 'lost', 'banyak', 'lostkalah', 'baru', 'menang', 'kalah', 'menang', 'kalah', 'asa', 'dimoba', 'lain', 'terlalu', 'begini', 'jujur', 'tolong', 'harga']","[('ketemu', 'musuh'), ('musuh', 'bahkan'), ('bahkan', 'bilang'), ('bilang', 'lebih'), ('lebih', 'banyak'), ('banyak', 'kalah'), ('kalah', 'menang'), ('menang', 'gimana'), ('gimana', 'win'), ('win', 'and'), ('and', 'lost'), ('lost', 'banyak'), ('banyak', 'lostkalah'), ('lostkalah', 'baru'), ('baru', 'menang'), ('menang', 'kalah'), ('kalah', 'menang'), ('menang', 'kalah'), ('kalah', 'asa'), ('asa', 'dimoba'), ('dimoba', 'lain'), ('lain', 'terlalu'), ('terlalu', 'begini'), ('begini', 'jujur'), ('jujur', 'tolong'), ('tolong', 'harga')]"
"['bodoh', 'akun', 'ban', 'permanent', 'banyak', 'jasa', 'joki', 'akun', 'kalah', 'feeder', 'sengaja', 'pura', 'pura', 'serang', 'demi', 'musuh', 'menang', 'dapatin', 'top', 'tup', 'skin', 'mahal', 'mending', 'uninstall', 'nanti', 'bulan']","[('bodoh', 'akun'), ('akun', 'ban'), ('ban', 'permanent'), ('permanent', 'banyak'), ('banyak', 'jasa'), ('jasa', 'joki'), ('joki', 'akun'), ('akun', 'kalah'), ('kalah', 'feeder'), ('feeder', 'sengaja'), ('sengaja', 'pura'), ('pura', 'pura'), ('pura', 'serang'), ('serang', 'demi'), ('demi', 'musuh'), ('musuh', 'menang'), ('menang', 'dapatin'), ('dapatin', 'top'), ('top', 'tup'), ('tup', 'skin'), ('skin', 'mahal'), ('mahal', 'mending'), ('mending', 'uninstall'), ('uninstall', 'nanti'), ('nanti', 'bulan')]"
"['tolong', 'buatin', 'versi', 'litenya', 'indonesia', 'pliss', 'hpku', 'halang', 'ram']","[('tolong', 'buatin'), ('buatin', 'versi'), ('versi', 'litenya'), ('litenya', 'indonesia'), ('indonesia', 'pliss'), ('pliss', 'hpku'), ('hpku', 'halang'), ('halang', 'ram')]"
"['buruk', 'pernah', 'sesal', 'donwload', 'serasa', 'komputer', 'mending', 'stun', 'ngotak', 'lama', 'benar', 'diem', 'sampai', 'habis', 'nyawa', 'baru', 'gerak', 'anjur', 'dragsistem']","[('buruk', 'pernah'), ('pernah', 'sesal'), ('sesal', 'donwload'), ('donwload', 'serasa'), ('serasa', 'komputer'), ('komputer', 'mending'), ('mending', 'stun'), ('stun', 'ngotak'), ('ngotak', 'lama'), ('lama', 'benar'), ('benar', 'diem'), ('diem', 'sampai'), ('sampai', 'habis'), ('habis', 'nyawa'), ('nyawa', 'baru'), ('baru', 'gerak'), ('gerak', 'anjur'), ('anjur', 'dragsistem')]"
"['aneh', 'lain', 'minta', 'tuker', 'kena', 'report', 'ambil']","[('aneh', 'lain'), ('lain', 'minta'), ('minta', 'tuker'), ('tuker', 'kena'), ('kena', 'report'), ('report', 'ambil')]"
['suka'],[]
"['busuk', 'sinyal', 'bagus', 'gerak']","[('busuk', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'gerak')]"
"['bug', 'mlu', 'kyak']","[('bug', 'mlu'), ('mlu', 'kyak')]"
"['damage', 'turet', 'kurang', 'kurang', 'kurang', 'kurang', 'sakit', 'base']","[('damage', 'turet'), ('turet', 'kurang'), ('kurang', 'kurang'), ('kurang', 'kurang'), ('kurang', 'kurang'), ('kurang', 'sakit'), ('sakit', 'base')]"
"['jangan', 'banyak', 'tolol', 'utama', 'philipne', 'ngabisin', 'kuota', 'kesel', 'lose', 'nanti', 'alas', 'usai', 'gacha', 'random', 'alas', 'adminya', 'keluh', 'cuekin', 'negri', 'konoha', 'percaya', 'cek', 'sendiri', 'uda', 'tier', 'atas', 'banting']","[('jangan', 'banyak'), ('banyak', 'tolol'), ('tolol', 'utama'), ('utama', 'philipne'), ('philipne', 'ngabisin'), ('ngabisin', 'kuota'), ('kuota', 'kesel'), ('kesel', 'lose'), ('lose', 'nanti'), ('nanti', 'alas'), ('alas', 'usai'), ('usai', 'gacha'), ('gacha', 'random'), ('random', 'alas'), ('alas', 'adminya'), ('adminya', 'keluh'), ('keluh', 'cuekin'), ('cuekin', 'negri'), ('negri', 'konoha'), ('konoha', 'percaya'), ('percaya', 'cek'), ('cek', 'sendiri'), ('sendiri', 'uda'), ('uda', 'tier'), ('tier', 'atas'), ('atas', 'banting')]"
"['seluruh', 'spektakuler', 'sendiri', 'tenchent', 'games', 'beri', 'pasti', 'nguras', 'banyak', 'baget', 'cuy', 'tapiya', 'dia', 'beri', 'grafis', 'manja', 'mata', 'semua', 'tanks', 'developer', 'utama', 'tenchen', 'salut', 'lo', 'gagal', 'saran', 'ngehidupin', 'chess', 'rush', 'tolong', 'developer', 'terimakasih']","[('seluruh', 'spektakuler'), ('spektakuler', 'sendiri'), ('sendiri', 'tenchent'), ('tenchent', 'games'), ('games', 'beri'), ('beri', 'pasti'), ('pasti', 'nguras'), ('nguras', 'banyak'), ('banyak', 'baget'), ('baget', 'cuy'), ('cuy', 'tapiya'), ('tapiya', 'dia'), ('dia', 'beri'), ('beri', 'grafis'), ('grafis', 'manja'), ('manja', 'mata'), ('mata', 'semua'), ('semua', 'tanks'), ('tanks', 'developer'), ('developer', 'utama'), ('utama', 'tenchen'), ('tenchen', 'salut'), ('salut', 'lo'), ('lo', 'gagal'), ('gagal', 'saran'), ('saran', 'ngehidupin'), ('ngehidupin', 'chess'), ('chess', 'rush'), ('rush', 'tolong'), ('tolong', 'developer'), ('developer', 'terimakasih')]"
"['saran', 'diupdate', 'sesuai', 'tinggi', 'sebut', 'ketemu', 'mana', 'tinggi', 'mid', 'dia', 'jungle', 'sedang', 'mid', 'tinggi', 'support', 'imbang', 'ujung', 'ajang', 'coba', 'coba']","[('saran', 'diupdate'), ('diupdate', 'sesuai'), ('sesuai', 'tinggi'), ('tinggi', 'sebut'), ('sebut', 'ketemu'), ('ketemu', 'mana'), ('mana', 'tinggi'), ('tinggi', 'mid'), ('mid', 'dia'), ('dia', 'jungle'), ('jungle', 'sedang'), ('sedang', 'mid'), ('mid', 'tinggi'), ('tinggi', 'support'), ('support', 'imbang'), ('imbang', 'ujung'), ('ujung', 'ajang'), ('ajang', 'coba'), ('coba', 'coba')]"
"['oke', 'pokok']","[('oke', 'pokok')]"
"['rusak', 'kalah']","[('rusak', 'kalah')]"
"['coba', 'oke', 'banget', 'normal', 'sudah', 'sampai', 'gold', 'masuk', 'ranked', 'selalu', 'putus', 'normal', 'lancar', 'ranked', 'selalu', 'putus', 'tolong', 'baik', 'hapus', 'mending', 'laen']","[('coba', 'oke'), ('oke', 'banget'), ('banget', 'normal'), ('normal', 'sudah'), ('sudah', 'sampai'), ('sampai', 'gold'), ('gold', 'masuk'), ('masuk', 'ranked'), ('ranked', 'selalu'), ('selalu', 'putus'), ('putus', 'normal'), ('normal', 'lancar'), ('lancar', 'ranked'), ('ranked', 'selalu'), ('selalu', 'putus'), ('putus', 'tolong'), ('tolong', 'baik'), ('baik', 'hapus'), ('hapus', 'mending'), ('mending', 'laen')]"
"['gajelas', 'masa', 'duo', 'teman', 'ketemu', 'master', 'sedang', 'tmn', 'sudah', 'gm', 'musuh', 'gm', 'smua', 'sampai', 'mitik', 'mana', 'biasa', 'ngetrol', 'ampe', 'lose', 'gaada', 'naik', 'naik', 'minimal', 'kalah', 'kasi', 'musuh', 'gampang', 'gm', 'bintang', 'turun', 'ampe', 'master', 'bintang', 'biasa', 'new', 'baru']","[('gajelas', 'masa'), ('masa', 'duo'), ('duo', 'teman'), ('teman', 'ketemu'), ('ketemu', 'master'), ('master', 'sedang'), ('sedang', 'tmn'), ('tmn', 'sudah'), ('sudah', 'gm'), ('gm', 'musuh'), ('musuh', 'gm'), ('gm', 'smua'), ('smua', 'sampai'), ('sampai', 'mitik'), ('mitik', 'mana'), ('mana', 'biasa'), ('biasa', 'ngetrol'), ('ngetrol', 'ampe'), ('ampe', 'lose'), ('lose', 'gaada'), ('gaada', 'naik'), ('naik', 'naik'), ('naik', 'minimal'), ('minimal', 'kalah'), ('kalah', 'kasi'), ('kasi', 'musuh'), ('musuh', 'gampang'), ('gampang', 'gm'), ('gm', 'bintang'), ('bintang', 'turun'), ('turun', 'ampe'), ('ampe', 'master'), ('master', 'bintang'), ('bintang', 'biasa'), ('biasa', 'new'), ('new', 'baru')]"
"['terlalu', 'buruk', 'terlalu', 'barufeeding', 'bahkan', 'jika', 'mabar', 'dua', 'tiga', 'diamond', 'master', 'report', 'otomatis', 'buruk', 'dasar', 'nilai', 'akhir', 'bukan', 'kerja', 'bahkan', 'jika', 'laku', 'report', 'dua', 'gagal', 'hukum', 'berat', 'skill', 'delay', 'keluar', 'entah', 'bug', 'sengaja', 'tetapi', 'kaku', 'grafik', 'bagus']","[('terlalu', 'buruk'), ('buruk', 'terlalu'), ('terlalu', 'barufeeding'), ('barufeeding', 'bahkan'), ('bahkan', 'jika'), ('jika', 'mabar'), ('mabar', 'dua'), ('dua', 'tiga'), ('tiga', 'diamond'), ('diamond', 'master'), ('master', 'report'), ('report', 'otomatis'), ('otomatis', 'buruk'), ('buruk', 'dasar'), ('dasar', 'nilai'), ('nilai', 'akhir'), ('akhir', 'bukan'), ('bukan', 'kerja'), ('kerja', 'bahkan'), ('bahkan', 'jika'), ('jika', 'laku'), ('laku', 'report'), ('report', 'dua'), ('dua', 'gagal'), ('gagal', 'hukum'), ('hukum', 'berat'), ('berat', 'skill'), ('skill', 'delay'), ('delay', 'keluar'), ('keluar', 'entah'), ('entah', 'bug'), ('bug', 'sengaja'), ('sengaja', 'tetapi'), ('tetapi', 'kaku'), ('kaku', 'grafik'), ('grafik', 'bagus')]"
"['ping', 'buruk', 'ah', 'sudah']","[('ping', 'buruk'), ('buruk', 'ah'), ('ah', 'sudah')]"
"['seruh', 'banget']","[('seruh', 'banget')]"
"['bagus', 'grafik', 'bagustapi', 'mohon', 'bug', 'hilangin', 'animasi', 'tolong', 'diperbaikisudah', 'segitu', 'terimakasih']","[('bagus', 'grafik'), ('grafik', 'bagustapi'), ('bagustapi', 'mohon'), ('mohon', 'bug'), ('bug', 'hilangin'), ('hilangin', 'animasi'), ('animasi', 'tolong'), ('tolong', 'diperbaikisudah'), ('diperbaikisudah', 'segitu'), ('segitu', 'terimakasih')]"
"['tolong', 'developer', 'stabil', 'router', 'walaupun', 'bagus', 'tetapi', 'kurang', 'stabil', 'banned', 'cheat', 'lebih', 'level', 'max', 'sehingga', 'rugi', 'lain', 'kecewa']","[('tolong', 'developer'), ('developer', 'stabil'), ('stabil', 'router'), ('router', 'walaupun'), ('walaupun', 'bagus'), ('bagus', 'tetapi'), ('tetapi', 'kurang'), ('kurang', 'stabil'), ('stabil', 'banned'), ('banned', 'cheat'), ('cheat', 'lebih'), ('lebih', 'level'), ('level', 'max'), ('max', 'sehingga'), ('sehingga', 'rugi'), ('rugi', 'lain'), ('lain', 'kecewa')]"
"['bintang', 'duku', 'bug', 'sinyal', 'bagus', 'tolong', 'baik', 'biar', 'enak']","[('bintang', 'duku'), ('duku', 'bug'), ('bug', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'tolong'), ('tolong', 'baik'), ('baik', 'biar'), ('biar', 'enak')]"
"['gemnya', 'mantap']","[('gemnya', 'mantap')]"
"['sempat', 'henti', 'jaringanya', 'lag', 'sekarang', 'coba', 'suka', 'lag', 'wifi', 'lag', 'lag', 'keluar', 'd', 'baik', 'masalah', 'jaringanya', 'lumayan', 'enak', 'd', 'mainin', 'terimakasih']","[('sempat', 'henti'), ('henti', 'jaringanya'), ('jaringanya', 'lag'), ('lag', 'sekarang'), ('sekarang', 'coba'), ('coba', 'suka'), ('suka', 'lag'), ('lag', 'wifi'), ('wifi', 'lag'), ('lag', 'lag'), ('lag', 'keluar'), ('keluar', 'd'), ('d', 'baik'), ('baik', 'masalah'), ('masalah', 'jaringanya'), ('jaringanya', 'lumayan'), ('lumayan', 'enak'), ('enak', 'd'), ('d', 'mainin'), ('mainin', 'terimakasih')]"
"['gacor', 'kang']","[('gacor', 'kang')]"
['bagus'],[]
"['selalu', 'kalah', 'sampai', 'turun', 'bintang', 'bodo', 'amat']","[('selalu', 'kalah'), ('kalah', 'sampai'), ('sampai', 'turun'), ('turun', 'bintang'), ('bintang', 'bodo'), ('bodo', 'amat')]"
"['beri', 'pacar', 'ngotak', 'pacar', 'bot', 'gila', 'ish']","[('beri', 'pacar'), ('pacar', 'ngotak'), ('ngotak', 'pacar'), ('pacar', 'bot'), ('bot', 'gila'), ('gila', 'ish')]"
"['sudah', 'bagus', 'sekadar', 'saran', 'cinta', 'studios', 'usahain', 'update', 'guna', 'jangan', 'terlalu', 'besar', 'banyak', 'keluh', 'banyak', 'kuras', 'semenjak', 'update', 'tolong', 'jangan', 'terlalu', 'banyak', 'makan', 'kasihan', 'ken', 'halang', 'device']","[('sudah', 'bagus'), ('bagus', 'sekadar'), ('sekadar', 'saran'), ('saran', 'cinta'), ('cinta', 'studios'), ('studios', 'usahain'), ('usahain', 'update'), ('update', 'guna'), ('guna', 'jangan'), ('jangan', 'terlalu'), ('terlalu', 'besar'), ('besar', 'banyak'), ('banyak', 'keluh'), ('keluh', 'banyak'), ('banyak', 'kuras'), ('kuras', 'semenjak'), ('semenjak', 'update'), ('update', 'tolong'), ('tolong', 'jangan'), ('jangan', 'terlalu'), ('terlalu', 'banyak'), ('banyak', 'makan'), ('makan', 'kasihan'), ('kasihan', 'ken'), ('ken', 'halang'), ('halang', 'device')]"
"['sudah', 'mantap', 'performa', 'mantap', 'kualitas', 'skin', 'or', 'mantap', 'neko', 'rata', 'kiri', 'kentang', 'lancar', 'brutal', 'event', 'gausah', 'tanya', 'mantap', 'abizz', 'kritik', 'dev', 'ntah', 'knpa', 'mabar', 'teman', 'ping', 'buruk', 'naik', 'turun', 'an', 'sumpah', 'ganggu', 'bngt', 'posisi', 'aman', 'jarang', 'buruk']","[('sudah', 'mantap'), ('mantap', 'performa'), ('performa', 'mantap'), ('mantap', 'kualitas'), ('kualitas', 'skin'), ('skin', 'or'), ('or', 'mantap'), ('mantap', 'neko'), ('neko', 'rata'), ('rata', 'kiri'), ('kiri', 'kentang'), ('kentang', 'lancar'), ('lancar', 'brutal'), ('brutal', 'event'), ('event', 'gausah'), ('gausah', 'tanya'), ('tanya', 'mantap'), ('mantap', 'abizz'), ('abizz', 'kritik'), ('kritik', 'dev'), ('dev', 'ntah'), ('ntah', 'knpa'), ('knpa', 'mabar'), ('mabar', 'teman'), ('teman', 'ping'), ('ping', 'buruk'), ('buruk', 'naik'), ('naik', 'turun'), ('turun', 'an'), ('an', 'sumpah'), ('sumpah', 'ganggu'), ('ganggu', 'bngt'), ('bngt', 'posisi'), ('posisi', 'aman'), ('aman', 'jarang'), ('jarang', 'buruk')]"
['bagus'],[]
"['skin', 'banyak']","[('skin', 'banyak')]"
['keren'],[]
"['izin', 'comeback', 'minimal']","[('izin', 'comeback'), ('comeback', 'minimal')]"
"['cukup', 'tarik']","[('cukup', 'tarik')]"
"['lelah', 'algoritma', 'habis', 'winstreak', 'terbit', 'losestreak', 'kadang', 'winlosewinlose', 'capek', 'malam', 'cuma', 'nambah', 'bintang']","[('lelah', 'algoritma'), ('algoritma', 'habis'), ('habis', 'winstreak'), ('winstreak', 'terbit'), ('terbit', 'losestreak'), ('losestreak', 'kadang'), ('kadang', 'winlosewinlose'), ('winlosewinlose', 'capek'), ('capek', 'malam'), ('malam', 'cuma'), ('cuma', 'nambah'), ('nambah', 'bintang')]"
"['tolong', 'report', 'ubah', 'ajah', 'sekarang', 'guna', 'banyak', 'anomali', 'jelas', 'kelar', 'report', 'kena', 'report', 'sluruhan', 'bagus', 'banget', 'banyak', 'event', 'skin', 'gratis', 'ajah', 'saran', 'tolong', 'report', 'ubah', 'ajah']","[('tolong', 'report'), ('report', 'ubah'), ('ubah', 'ajah'), ('ajah', 'sekarang'), ('sekarang', 'guna'), ('guna', 'banyak'), ('banyak', 'anomali'), ('anomali', 'jelas'), ('jelas', 'kelar'), ('kelar', 'report'), ('report', 'kena'), ('kena', 'report'), ('report', 'sluruhan'), ('sluruhan', 'bagus'), ('bagus', 'banget'), ('banget', 'banyak'), ('banyak', 'event'), ('event', 'skin'), ('skin', 'gratis'), ('gratis', 'ajah'), ('ajah', 'saran'), ('saran', 'tolong'), ('tolong', 'report'), ('report', 'ubah'), ('ubah', 'ajah')]"
"['bagus', 'bahasa', 'lumayan', 'gaul', 'baik', 'pernah']","[('bagus', 'bahasa'), ('bahasa', 'lumayan'), ('lumayan', 'gaul'), ('gaul', 'baik'), ('baik', 'pernah')]"
"['seru', 'tarik']","[('seru', 'tarik')]"
"['lumayan', 'seru', 'ketimbang']","[('lumayan', 'seru'), ('seru', 'ketimbang')]"
"['rusak', 'noob', 'sampai', 'gm', 'best']","[('rusak', 'noob'), ('noob', 'sampai'), ('sampai', 'gm'), ('gm', 'best')]"
"['walau', 'stres', 'sukadisitulah', 'letak', 'asiknya']","[('walau', 'stres'), ('stres', 'sukadisitulah'), ('sukadisitulah', 'letak'), ('letak', 'asiknya')]"
"['gimana', 'beri', 'kode', 'kirim', 'sosial', 'sensor']","[('gimana', 'beri'), ('beri', 'kode'), ('kode', 'kirim'), ('kirim', 'sosial'), ('sosial', 'sensor')]"
"['anj', 'lain', 'lag', 'lag', 'banget', 'loading', 'lama', 'banget', 'kesel', 'emosi']","[('anj', 'lain'), ('lain', 'lag'), ('lag', 'lag'), ('lag', 'banget'), ('banget', 'loading'), ('loading', 'lama'), ('lama', 'banget'), ('banget', 'kesel'), ('kesel', 'emosi')]"
"['gemnya', 'haram']","[('gemnya', 'haram')]"
"['sinyal', 'full', 'mesti', 'lag']","[('sinyal', 'full'), ('full', 'mesti'), ('mesti', 'lag')]"
"['buruk', 'mending']","[('buruk', 'mending')]"
"['gila', 'cuy', 'keren', 'cuma', 'kentang', 'lag']","[('gila', 'cuy'), ('cuy', 'keren'), ('keren', 'cuma'), ('cuma', 'kentang'), ('kentang', 'lag')]"
"['ken', 'memori', 'cukup', 'lag']","[('ken', 'memori'), ('memori', 'cukup'), ('cukup', 'lag')]"
"['seru', 'buruk', 'pay', 'win', 'mending', 'legends', 'buruk', 'jangan', 'donload', 'guys']","[('seru', 'buruk'), ('buruk', 'pay'), ('pay', 'win'), ('win', 'mending'), ('mending', 'legends'), ('legends', 'buruk'), ('buruk', 'jangan'), ('jangan', 'donload'), ('donload', 'guys')]"
"['hahaha', 'copyan', 'ge', 'deuh', 'sgala', 'pjang', 'iklan', 'wkwkw']","[('hahaha', 'copyan'), ('copyan', 'ge'), ('ge', 'deuh'), ('deuh', 'sgala'), ('sgala', 'pjang'), ('pjang', 'iklan'), ('iklan', 'wkwkw')]"
"['enggak', 'suka', 'bintang', 'proteksi', 'poin', 'tetap', 'turun', 'bintang', 'aman', 'minimal', 'lebih', 'suka', 'bintang', 'lama']","[('enggak', 'suka'), ('suka', 'bintang'), ('bintang', 'proteksi'), ('proteksi', 'poin'), ('poin', 'tetap'), ('tetap', 'turun'), ('turun', 'bintang'), ('bintang', 'aman'), ('aman', 'minimal'), ('minimal', 'lebih'), ('lebih', 'suka'), ('suka', 'bintang'), ('bintang', 'lama')]"
['enak'],[]
"['dlu', 'kya', 'kluar', 'sndri', 'parah', 'buruk']","[('dlu', 'kya'), ('kya', 'kluar'), ('kluar', 'sndri'), ('sndri', 'parah'), ('parah', 'buruk')]"
"['event', 'cukup', 'sulit', 'jatuhin', 'kartu', 'tari', 'sampai', 'kelar', 'event', 'pernah', 'mohon', 'mudah', 'trimaksih']","[('event', 'cukup'), ('cukup', 'sulit'), ('sulit', 'jatuhin'), ('jatuhin', 'kartu'), ('kartu', 'tari'), ('tari', 'sampai'), ('sampai', 'kelar'), ('kelar', 'event'), ('event', 'pernah'), ('pernah', 'mohon'), ('mohon', 'mudah'), ('mudah', 'trimaksih')]"
